Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,_catalog_match,NPS,Rating_Producto,Rating_Logistica,Ticket_Soporte,Venta_Fantasma,Ingreso_USD,Margen_USD,Margen_Pct,Brecha_Entrega_Dias
TRX-17028,PROD-2129,2025-02-08,13,334.4,81.96,14,Perdido,Medellín,Online,Tablets,0.0,1165.69,130.0,27.5,OCCIDENTE,2025-01-08,both,,,,,False,4347.2,-10888.73,-250.47685866764814,-13.5
TRX-17029,PROD-1253,2025-01-10,11,1453.92,64.62,10,Retrasado,Medellín,Online,Monitores,404.0,297.86,189.0,0.0,NORTE,2025-07-25,both,,,,,False,15993.12,12652.039999999999,79.10926698480345,10.0
TRX-17030,PROD-3563,2026-01-20,1,895.65,96.11,17,Retrasado,Bogotá,WhatsApp,,,,,,,,left_only,-15.7,3.0,3.0,0.0,True,895.65,,,
TRX-17031,PROD-2055,2025-07-16,11,1510.2,27.62,13,Desconocido,Bogotá,Físico,Monitores,1397.0,1092.14,244.0,0.0,NORTE,2024-11-23,both,-30.0,3.0,2.0,0.0,False,16612.2,4571.04,27.516162820096074,13.0
TRX-17032,PROD-2585,2025-12-21,13,1430.72,52.345,1,En Camino,Ventas_Web,App,Tablets,569.0,329.38,101.0,3.0,SUR,2024-08-23,both,,,,,False,18599.36,14265.075000000003,76.69659063537672,-2.0
TRX-17033,PROD-1120,2024-11-18,1,62.93,56.76,23,Perdido,Medellín,Físico,Sin categoría,244.0,1456.1,105.0,5.0,NORTE,2025-03-28,both,-34.4,2.0,2.0,0.0,False,62.93,-1449.9299999999998,-2304.03623073256,18.0
TRX-17034,PROD-3273,2025-11-26,1,365.65,43.84,25,En Camino,Cali,App,Tablets,324.0,1166.11,190.0,3.0,NORTE,2026-01-09,both,,,,,False,365.65,-844.3,-230.90386982086696,22.0
TRX-17035,PROD-2147,2025-01-23,14,947.34,56.46,15,Desconocido,Bogotá,Físico,Tablets,543.0,986.02,289.0,5.0,ZONA_FRANCA,2025-10-16,both,85.9,3.0,2.0,1.0,False,13262.76,-597.9799999999987,-4.508714626518151,10.0
TRX-17036,PROD-1923,2025-05-20,5,1867.85,30.54,1,Retrasado,Bogotá,WhatsApp,Smartphones,595.0,1436.62,150.0,3.0,SUR,2025-11-23,both,45.1,2.0,1.0,0.0,False,9339.25,2125.6100000000006,22.759964665256852,-2.0
TRX-17037,PROD-1621,2024-12-17,7,690.73,52.29,15,Entregado,Ventas_Web,WhatsApp,Tablets,635.0,741.42,240.0,0.0,SUR,2025-05-25,both,47.0,3.0,1.0,1.0,False,4835.110000000001,-407.11999999999904,-8.420077309513104,15.0
TRX-17038,PROD-2399,2025-03-17,7,1261.46,64.36,26,Entregado,Medellín,WhatsApp,Monitores,109.0,332.69,182.0,5.0,SUR,2024-08-28,both,,,,,False,8830.220000000001,6437.030000000002,72.8977307473653,21.0
TRX-17039,PROD-2609,2024-11-24,10,34.05,12.72,20,Devuelto,Cali,App,Smartphones,568.0,1173.0,155.0,3.0,ZONA_FRANCA,2024-12-28,both,-77.6,4.0,2.0,1.0,False,340.5,-11402.22,-3348.669603524229,17.0
TRX-17040,PROD-3690,2024-10-31,1,1425.14,75.58,15,Devuelto,Medellín,Físico,,,,,,,,left_only,-34.7,1.0,4.0,0.0,True,1425.14,,,
TRX-17041,PROD-1562,2025-02-07,6,1210.11,72.12,14,Perdido,Cali,WhatsApp,Smartphones,708.0,224.65,105.0,5.0,BOD-EXT-99,2024-05-22,both,,,,,False,7260.66,5840.64,80.44227384287379,9.0
TRX-17042,PROD-1359,2026-01-04,9,1433.64,88.64,13,Entregado,Cali,App,Smartphones,948.0,646.23,161.0,5.0,OCCIDENTE,2024-10-16,both,,,,,False,12902.76,6998.05,54.236845450120754,8.0
TRX-17043,PROD-3989,2025-12-20,6,1810.27,45.46,2,Retrasado,Barranquilla,WhatsApp,,,,,,,,left_only,,,,,True,10861.619999999999,,,
TRX-17044,PROD-2565,2025-05-21,4,301.53,52.345,8,Entregado,Medellín,Online,Smartphones,1022.0,609.77,221.0,5.0,NORTE,2024-08-02,both,,,,,False,1206.12,-1285.305,-106.56526713759827,3.0
TRX-17045,PROD-3132,2025-12-15,10,530.56,10.86,9,Perdido,Medellín,Online,Laptops,1109.0,892.11,124.0,10.0,OCCIDENTE,2024-07-18,both,-80.0,2.0,1.0,0.0,False,5305.599999999999,-3626.360000000001,-68.34966827503018,-1.0
TRX-17046,PROD-3777,2025-05-06,9,1991.6,48.84,19,Devuelto,Bucaramanga,WhatsApp,,,,,,,,left_only,79.8,2.0,4.0,1.0,True,17924.399999999998,,,
TRX-17047,PROD-3508,2025-12-09,13,321.01,18.07,19,Desconocido,Medellín,App,,,,,,,,left_only,,,,,True,4173.13,,,
TRX-17048,PROD-3562,2025-04-16,3,1444.05,66.51,23,Devuelto,Barranquilla,Online,,,,,,,,left_only,,,,,True,4332.15,,,
TRX-17049,PROD-3811,2025-03-05,13,1452.9,9.48,9,Desconocido,Medellín,WhatsApp,,,,,,,,left_only,,,,,True,18887.7,,,
TRX-17050,PROD-1931,2024-10-19,10,1369.16,40.53,23,En Camino,Bogotá,WhatsApp,Accesorios,1104.0,1222.8,205.0,0.0,SUR,2024-03-08,both,-9.9,1.0,2.0,1.0,False,13691.6,1423.0700000000004,10.39374506996991,23.0
TRX-17051,PROD-2709,2025-12-23,4,462.61,12.87,28,Desconocido,Medellín,App,Laptops,161.0,1091.12,274.0,3.0,SUR,2025-06-28,both,,,,,False,1850.44,-2526.9099999999994,-136.5572512483517,25.0
TRX-17052,PROD-1984,2025-03-24,4,438.12,5.32,29,Devuelto,Ventas_Web,App,Sin categoría,1327.0,1060.69,296.0,5.0,OCCIDENTE,2025-01-19,both,,,,,False,1752.48,-2495.6000000000004,-142.40390760522232,24.0
TRX-17053,PROD-3346,2025-04-08,4,1336.02,96.25,7,Retrasado,Medellín,Online,Smartphones,0.0,566.3,104.0,5.0,ZONA_FRANCA,2025-04-20,both,,,,,False,5344.08,2982.63,55.81185161898774,2.0
TRX-17054,PROD-1625,2026-01-14,6,380.64,99.63,14,Perdido,Bogotá,WhatsApp,Tablets,987.0,451.75,254.0,27.5,BOD-EXT-99,2025-12-11,both,,,,,False,2283.84,-526.2899999999998,-23.044083648591837,-13.5
TRX-17055,PROD-2746,2025-08-25,13,1326.51,57.77,2,Devuelto,Medellín,Online,Accesorios,1164.0,178.44,155.0,0.0,NORTE,2024-06-02,both,,,,,False,17244.63,14867.140000000001,86.21315737130921,2.0
TRX-17056,PROD-2279,2025-12-03,11,990.13,52.345,12,Devuelto,Medellín,Físico,Accesorios,114.0,749.77,153.0,5.0,ZONA_FRANCA,2024-09-04,both,79.1,3.0,2.0,0.0,False,10891.43,2591.615000000001,23.79499294399359,7.0
TRX-17057,PROD-3479,2025-01-07,11,779.39,27.7,11,Desconocido,Ventas_Web,WhatsApp,Laptops,366.0,419.26,299.0,0.0,NORTE,2025-10-05,both,,,,,False,8573.289999999999,3933.7299999999996,45.88355228856133,11.0
TRX-17058,PROD-2348,2025-12-10,7,607.46,91.55,17,Retrasado,Bucaramanga,App,Sin categoría,1038.0,920.85,239.0,10.0,BOD-EXT-99,2026-01-11,both,-46.2,4.0,5.0,1.0,False,4252.22,-2285.2799999999997,-53.74322118799121,7.0
TRX-17059,PROD-2839,2025-03-30,14,1895.68,92.69,2,Devuelto,Medellín,Físico,Laptops,1365.0,816.63,214.0,5.0,SUR,2026-01-06,both,-23.8,2.0,3.0,0.3333333333333333,False,26539.52,15014.01,56.572274102922734,-3.0
TRX-17060,PROD-3220,2024-10-28,9,1021.11,86.18,28,Retrasado,Cali,App,Sin categoría,115.0,953.28,288.0,10.0,OCCIDENTE,2026-01-11,both,-12.6,5.0,2.0,0.0,False,9189.99,524.2899999999993,5.705011648543679,18.0
TRX-17061,PROD-1539,2024-12-16,14,1126.89,56.72,22,Devuelto,Medellín,App,Tablets,1890.0,895.54,170.0,5.0,OCCIDENTE,2024-03-27,both,,,,,False,15776.460000000001,3182.1800000000017,20.170431136008972,17.0
TRX-17062,PROD-1846,2025-02-24,11,1899.02,12.1,28,Retrasado,Medellín,Físico,Tablets,1267.0,338.03,224.0,10.0,SUR,2026-01-17,both,12.7,4.0,2.0,1.0,False,20889.22,17158.79,82.14184158144727,18.0
TRX-17063,PROD-3672,2025-03-10,3,1311.22,13.4,12,Devuelto,Ventas_Web,Online,,,,,,,,left_only,,,,,True,3933.66,,,
TRX-17064,PROD-1567,2025-07-03,8,1916.13,90.18,26,Perdido,Medellín,Físico,Sin categoría,981.0,541.99,292.0,10.0,OCCIDENTE,2025-12-08,both,,,,,False,15329.04,10902.94,71.12604572758633,16.0
TRX-17065,PROD-3379,2025-06-21,8,221.67,88.2,15,En Camino,Medellín,WhatsApp,Accesorios,1948.0,395.59,260.0,10.0,NORTE,2024-03-13,both,,,,,False,1773.36,-1479.56,-83.43257996120359,5.0
TRX-17066,PROD-3217,2024-10-27,1,1694.81,46.27,29,En Camino,Bogotá,Online,Laptops,1996.0,237.6,164.0,0.0,ZONA_FRANCA,2025-04-04,both,,,,,False,1694.81,1410.94,83.25062986411457,29.0
TRX-17067,PROD-3801,2025-11-16,5,677.48,36.17,8,Entregado,Ventas_Web,Online,,,,,,,,left_only,,,,,True,3387.4,,,
TRX-17068,PROD-1828,2025-03-25,13,1622.87,52.345,8,En Camino,Bogotá,WhatsApp,Smartphones,1637.0,957.24,295.0,5.0,NORTE,2025-05-15,both,,,,,False,21097.309999999998,8600.844999999998,40.76749595090558,3.0
TRX-17069,PROD-1565,2024-12-30,10,1712.72,66.19,22,Retrasado,Barranquilla,WhatsApp,Tablets,805.0,597.87,191.0,5.0,ZONA_FRANCA,2026-01-08,both,-53.099999999999994,5.0,3.0,1.0,False,17127.2,11082.31,64.70590639450697,17.0
TRX-17070,PROD-2265,2025-05-17,5,550.26,81.66,18,Retrasado,Bogotá,App,Smartphones,249.0,622.83,232.0,3.0,SUR,2024-11-01,both,,,,,False,2751.3,-444.5099999999999,-16.156362446843307,15.0
TRX-17071,PROD-3820,2025-10-30,12,823.57,74.51,14,Desconocido,Bucaramanga,Físico,,,,,,,,left_only,,,,,True,9882.84,,,
TRX-17072,PROD-3888,2025-12-07,8,1454.77,63.48,25,En Camino,Medellín,WhatsApp,,,,,,,,left_only,,,,,True,11638.16,,,
TRX-17073,PROD-3145,2026-01-04,8,207.12,26.99,10,Desconocido,Medellín,Físico,Sin categoría,807.0,1494.53,150.0,10.0,SUR,2024-11-17,both,,,,,False,1656.96,-10326.269999999999,-623.205750289687,0.0
TRX-17074,PROD-1553,2025-01-22,12,1513.51,29.94,4,Retrasado,Bucaramanga,Online,Accesorios,54.0,1068.06,264.0,10.0,NORTE,2024-09-15,both,,,,,False,18162.12,5315.46,29.266737583497964,-6.0
TRX-17075,PROD-2761,2025-11-13,2,229.84,73.79,16,Perdido,Cali,WhatsApp,Smartphones,630.0,554.34,277.0,5.0,OCCIDENTE,2025-05-10,both,96.4,1.0,4.0,0.0,False,459.68,-722.79,-157.2376435781413,11.0
TRX-17076,PROD-1594,2024-10-15,3,1829.77,81.25,16,Retrasado,Cali,Online,Accesorios,1563.0,618.03,253.0,5.0,NORTE,2025-12-26,both,,,,,False,5489.3099999999995,3553.9699999999993,64.74347413427188,11.0
TRX-17077,PROD-3687,2025-10-02,2,559.92,16.03,29,Desconocido,Bucaramanga,App,,,,,,,,left_only,-15.5,2.5,1.5,0.0,True,1119.84,,,
TRX-17078,PROD-3313,2024-11-24,1,1155.44,22.79,21,Perdido,Barranquilla,App,Monitores,1180.0,753.67,103.0,5.0,NORTE,2025-10-17,both,95.3,4.0,1.0,1.0,False,1155.44,378.9800000000001,32.7996261164578,16.0
TRX-17079,PROD-1647,2025-08-14,2,243.14,69.64,17,Perdido,Ventas_Web,WhatsApp,Laptops,1674.0,687.79,183.0,27.5,NORTE,2025-02-01,both,55.9,2.0,3.0,0.0,False,486.28,-958.9399999999999,-197.19914452578763,-10.5
TRX-17080,PROD-2300,2026-01-15,10,546.29,52.345,9,Perdido,Medellín,WhatsApp,Smartphones,987.0,272.06,200.0,3.0,NORTE,2024-10-06,both,,,,,False,5462.9,2689.955,49.24042175401343,6.0
TRX-17081,PROD-1277,2025-02-19,6,813.87,41.95,11,Devuelto,Ventas_Web,WhatsApp,Laptops,840.0,91.55,122.0,27.5,SUR,2025-06-03,both,35.7,2.0,3.0,0.0,False,4883.22,4291.97,87.89221046768321,-16.5
TRX-17082,PROD-3282,2025-04-05,12,979.23,58.51,27,Entregado,Barranquilla,Online,Sin categoría,1067.0,176.75,166.0,5.0,SUR,2024-06-29,both,,,,,False,11750.76,9571.25,81.45217841228992,22.0
TRX-17083,PROD-3183,2026-01-18,1,10.13,63.41,27,Desconocido,Bucaramanga,WhatsApp,Laptops,341.0,1229.06,163.0,0.0,SUR,2025-09-09,both,72.5,1.0,5.0,0.0,False,10.13,-1282.34,-12658.83514313919,27.0
TRX-17084,PROD-3946,2024-12-11,6,1778.42,78.74,26,Retrasado,Medellín,App,,,,,,,,left_only,,,,,True,10670.52,,,
TRX-17085,PROD-1484,2026-01-25,1,25.27,81.54,13,Devuelto,Bogotá,WhatsApp,Monitores,1490.0,190.14,298.0,5.0,ZONA_FRANCA,2024-10-24,both,,,,,False,25.27,-246.40999999999997,-975.108824693312,8.0
TRX-17086,PROD-1754,2025-08-03,2,1549.63,31.61,1,Desconocido,Ventas_Web,WhatsApp,Tablets,1978.0,398.97,121.0,3.0,ZONA_FRANCA,2024-03-13,both,37.650000000000006,2.5,3.0,1.0,False,3099.26,2269.71,73.23393326148823,-2.0
TRX-17087,PROD-2300,2025-02-22,8,946.45,56.42,7,Entregado,Bogotá,Online,Smartphones,987.0,272.06,200.0,3.0,NORTE,2024-10-06,both,,,,,False,7571.6,5338.700000000001,70.50953563315548,4.0
TRX-17088,PROD-1596,2024-10-09,14,1052.52,16.73,11,Devuelto,Medellín,Físico,Monitores,166.0,1114.83,266.0,5.0,NORTE,2024-05-03,both,,,,,False,14735.279999999999,-889.0700000000002,-6.033614563143694,6.0
TRX-17089,PROD-3978,2024-10-31,6,424.45,84.99,25,Retrasado,Barranquilla,App,,,,,,,,left_only,,,,,True,2546.7,,,
TRX-17090,PROD-1120,2025-08-21,9,1218.66,85.32,3,Desconocido,Bogotá,Físico,Sin categoría,244.0,1456.1,105.0,5.0,NORTE,2025-03-28,both,,,,,False,10967.94,-2222.2799999999993,-20.2615988052451,-2.0
TRX-17091,PROD-2305,2025-09-05,1,1079.09,33.45,2,Perdido,Bogotá,Online,Smartphones,644.0,1464.35,264.0,5.0,NORTE,2025-10-07,both,,,,,False,1079.09,-418.71,-38.80213883920711,-3.0
TRX-17092,PROD-2695,2025-12-25,5,336.83,52.345,14,Devuelto,Cali,WhatsApp,Sin categoría,228.0,375.36,263.0,5.0,ZONA_FRANCA,2024-09-24,both,,,,,False,1684.1499999999999,-244.99500000000032,-14.547100911439026,9.0
TRX-17093,PROD-2684,2025-04-12,7,483.86,20.26,10,Entregado,Bogotá,WhatsApp,Smartphones,1531.0,297.17,219.0,5.0,SUR,2025-10-19,both,,,,,False,3387.02,1286.57,37.985308619376326,5.0
TRX-17094,PROD-2242,2025-11-19,9,143.14,11.66,24,Entregado,Ventas_Web,App,Smartphones,735.0,379.12,163.0,5.0,BOD-EXT-99,2025-08-30,both,,,,,False,1288.2599999999998,-2135.48,-165.76467483272012,19.0
TRX-17095,PROD-2814,2025-06-29,14,141.9,59.62,20,Entregado,Barranquilla,WhatsApp,Accesorios,62.0,966.0,131.0,0.0,NORTE,2025-11-06,both,,,,,False,1986.6000000000001,-11597.02,-583.7622067854626,20.0
TRX-17096,PROD-3608,2025-11-18,11,37.41,13.69,17,Desconocido,Bucaramanga,Online,,,,,,,,left_only,70.9,3.0,5.0,1.0,True,411.51,,,
TRX-17097,PROD-2121,2024-12-19,9,448.74,69.66,8,Devuelto,Bucaramanga,Físico,Smartphones,1524.0,162.89,294.0,27.5,BOD-EXT-99,2024-12-01,both,,,,,False,4038.66,2502.9900000000002,61.975754334358435,-19.5
TRX-17098,PROD-1622,2026-01-16,4,1362.53,69.42,15,Entregado,Medellín,App,Smartphones,1517.0,963.64,132.0,3.0,BOD-EXT-99,2024-04-29,both,,,,,False,5450.12,1526.1399999999999,28.001952250592645,12.0
TRX-17099,PROD-1769,2025-12-31,13,639.27,63.33,22,En Camino,Bogotá,WhatsApp,Laptops,1155.0,1306.31,123.0,5.0,ZONA_FRANCA,2025-02-08,both,,,,,False,8310.51,-8734.849999999999,-105.10606448942362,17.0
TRX-17101,PROD-1538,2025-07-19,4,272.49,40.94,20,Entregado,Bucaramanga,Físico,Monitores,652.0,1224.39,125.0,0.0,SUR,2024-06-28,both,17.433333333333334,3.0,3.3333333333333335,0.3333333333333333,False,1089.96,-3848.5400000000004,-353.0900216521708,20.0
TRX-17102,PROD-1756,2025-07-11,4,1155.19,90.72,22,Entregado,Bogotá,Físico,Tablets,1399.0,1254.4,181.0,27.5,NORTE,2025-05-31,both,,,,,False,4620.76,-487.5600000000002,-10.551511006847361,-5.5
TRX-17103,PROD-1107,2025-09-12,3,690.87,8.51,2,Devuelto,Medellín,WhatsApp,Accesorios,108.0,912.53,127.0,10.0,NORTE,2024-12-16,both,-58.0,5.0,5.0,1.0,False,2072.61,-673.49,-32.49477711677547,-8.0
TRX-17104,PROD-3506,2024-12-01,8,1355.87,52.345,22,Retrasado,Bogotá,WhatsApp,,,,,,,,left_only,81.8,2.0,4.0,0.0,True,10846.96,,,
TRX-17105,PROD-3527,2025-10-05,5,1485.5,15.71,15,Devuelto,Cali,Online,,,,,,,,left_only,-6.0,5.0,4.0,1.0,True,7427.5,,,
TRX-17106,PROD-2093,2025-01-24,7,1173.54,44.16,16,Devuelto,Barranquilla,Físico,Smartphones,1825.0,399.69,140.0,27.5,NORTE,2024-10-14,both,-74.1,3.0,1.0,0.0,False,8214.779999999999,5372.789999999999,65.40394264971185,-11.5
TRX-17107,PROD-3480,2024-12-11,10,559.38,61.43,2,En Camino,Bogotá,Físico,Laptops,1798.0,758.98,112.0,27.5,NORTE,2024-06-05,both,88.9,4.0,5.0,0.0,False,5593.8,-2057.43,-36.78054274375201,-25.5
TRX-17108,PROD-3322,2024-11-06,6,1022.13,8.08,22,Retrasado,Bogotá,Físico,Tablets,1919.0,155.7,180.0,27.5,OCCIDENTE,2024-07-08,both,,,,,False,6132.78,5190.5,84.63535297206161,-5.5
TRX-17109,PROD-3508,2026-01-11,14,511.34,58.91,14,Devuelto,Bogotá,Online,,,,,,,,left_only,29.7,3.0,5.0,1.0,True,7158.759999999999,,,
TRX-17110,PROD-1945,2025-05-13,9,1806.8,34.2,25,En Camino,Medellín,Físico,Smartphones,1287.0,223.93,133.0,5.0,SUR,2025-08-20,both,-52.2,5.0,5.0,0.0,False,16261.199999999999,14211.629999999997,87.39594863847685,20.0
TRX-17111,PROD-3442,2026-01-15,14,1535.11,89.28,23,Devuelto,Ventas_Web,Online,Accesorios,286.0,485.1,127.0,5.0,NORTE,2024-10-29,both,-39.55,2.0,4.0,0.5,False,21491.539999999997,14610.859999999995,67.98423937977454,18.0
TRX-17112,PROD-1951,2025-02-23,3,991.08,55.66,28,En Camino,Ventas_Web,App,Accesorios,238.0,526.79,160.0,27.5,NORTE,2025-12-05,both,,,,,False,2973.2400000000002,1337.2100000000003,44.974842259622505,0.5
TRX-17113,PROD-1945,2025-10-22,6,1931.26,60.85,28,Desconocido,Bogotá,App,Smartphones,1287.0,223.93,133.0,5.0,SUR,2025-08-20,both,,,,,False,11587.56,10183.13,87.87984700834343,23.0
TRX-17114,PROD-3815,2025-03-21,3,1098.04,94.83,20,Perdido,Barranquilla,Online,,,,,,,,left_only,,,,,True,3294.12,,,
TRX-17115,PROD-1106,2025-11-05,2,663.79,77.6,1,Entregado,Ventas_Web,App,Laptops,1698.0,147.49,246.0,5.0,ZONA_FRANCA,2025-02-26,both,,,,,False,1327.58,954.9999999999999,71.93540125642144,-4.0
TRX-17116,PROD-2471,2024-10-23,3,199.98,52.345,9,Entregado,Bucaramanga,Físico,Tablets,822.0,316.86,142.0,5.0,SUR,2024-09-04,both,-25.2,2.0,1.0,1.0,False,599.9399999999999,-402.9850000000001,-67.1708837550422,4.0
TRX-17117,PROD-1325,2024-12-16,2,1092.05,46.64,17,Devuelto,Medellín,Físico,Laptops,987.0,100.28,119.0,3.0,OCCIDENTE,2024-04-28,both,,,,,False,2184.1,1936.8999999999999,88.6818369122293,14.0
TRX-17118,PROD-3818,2024-11-06,2,1722.23,50.3,21,En Camino,Barranquilla,Online,,,,,,,,left_only,,,,,True,3444.46,,,
TRX-17119,PROD-2952,2025-09-28,10,1734.77,66.55,14,Perdido,Ventas_Web,WhatsApp,Smartphones,1861.0,1268.5,168.0,0.0,ZONA_FRANCA,2024-07-16,both,,,,,False,17347.7,4596.150000000001,26.494290309378187,14.0
TRX-17120,PROD-1549,2025-08-11,11,1213.09,24.02,23,Entregado,Bogotá,Físico,Smartphones,1718.0,80.35,285.0,27.5,OCCIDENTE,2025-01-19,both,,,,,False,13343.99,12436.119999999999,93.1964127670959,-4.5
TRX-17121,PROD-3057,2025-08-20,7,792.94,13.42,10,Devuelto,Bucaramanga,WhatsApp,Smartphones,1327.0,1256.97,251.0,0.0,ZONA_FRANCA,2025-01-26,both,,,,,False,5550.58,-3261.630000000001,-58.761967217840315,10.0
TRX-17122,PROD-3476,2025-05-23,10,1304.09,34.57,13,Desconocido,Barranquilla,WhatsApp,Sin categoría,1174.0,486.7,179.0,5.0,OCCIDENTE,2025-09-08,both,,,,,False,13040.9,8139.33,62.413867141071556,8.0
TRX-17123,PROD-2920,2024-11-01,3,1526.66,78.95,13,Devuelto,Ventas_Web,WhatsApp,Smartphones,100.0,916.64,180.0,5.0,NORTE,2024-03-21,both,,,,,False,4579.9800000000005,1751.1100000000004,38.23400975550112,8.0
TRX-17124,PROD-3916,2025-11-26,8,829.13,29.45,26,En Camino,Bucaramanga,App,,,,,,,,left_only,,,,,True,6633.04,,,
TRX-17125,PROD-3660,2025-03-23,13,957.75,17.42,22,Retrasado,Bucaramanga,App,,,,,,,,left_only,-73.4,3.0,5.0,1.0,True,12450.75,,,
TRX-17126,PROD-2531,2025-07-16,2,1364.43,25.81,19,Desconocido,Medellín,Online,Tablets,406.0,694.63,255.0,5.0,OCCIDENTE,2024-11-30,both,,,,,False,2728.86,1313.7900000000002,48.144280029023115,14.0
TRX-17127,PROD-1753,2026-01-08,11,1754.54,69.5,27,Devuelto,Bogotá,App,Tablets,1835.0,1489.15,239.0,10.0,ZONA_FRANCA,2025-09-09,both,,,,,False,19299.94,2849.7899999999972,14.765797199369517,17.0
TRX-17128,PROD-2587,2025-10-03,11,1584.11,52.345,8,Perdido,Bogotá,WhatsApp,Laptops,812.0,481.9,276.0,0.0,BOD-EXT-99,2025-06-27,both,,,,,False,17425.21,12071.965,69.27873466087352,8.0
TRX-17129,PROD-3012,2024-12-12,7,54.56,63.33,27,Perdido,Bogotá,WhatsApp,Laptops,1150.0,637.93,212.0,0.0,NORTE,2025-08-01,both,,,,,False,381.92,-4146.919999999999,-1085.8085462924168,27.0
TRX-17130,PROD-2940,2024-10-30,3,257.5,70.39,7,Retrasado,Cali,App,Smartphones,1579.0,1273.41,120.0,5.0,ZONA_FRANCA,2024-11-15,both,-55.2,1.0,1.0,0.0,False,772.5,-3118.1200000000003,-403.64012944983824,2.0
TRX-17131,PROD-1563,2025-09-13,9,1707.03,35.59,25,Perdido,Cali,App,Smartphones,725.0,897.59,117.0,3.0,BOD-EXT-99,2024-12-05,both,,,,,False,15363.27,7249.37,47.18637373423756,22.0
TRX-17132,PROD-1670,2025-11-16,7,1669.31,90.58,17,En Camino,Cali,WhatsApp,Laptops,872.0,927.38,224.0,5.0,NORTE,2025-06-03,both,,,,,False,11685.17,5102.93,43.67013915929336,12.0
TRX-17133,PROD-1791,2026-01-02,9,783.73,47.92,8,Devuelto,Bogotá,Online,Sin categoría,154.0,656.66,230.0,27.5,NORTE,2024-11-03,both,,,,,False,7053.57,1095.71,15.53411960184701,-19.5
TRX-17134,PROD-1926,2025-11-24,2,1172.71,53.8,4,En Camino,Ventas_Web,WhatsApp,Monitores,1423.0,140.53,200.0,5.0,BOD-EXT-99,2025-04-05,both,,,,,False,2345.42,2010.5600000000002,85.72281297166393,-1.0
TRX-17135,PROD-1132,2024-11-18,6,1812.63,95.14,7,Retrasado,Ventas_Web,Online,Laptops,889.0,1244.15,196.0,10.0,ZONA_FRANCA,2025-06-23,both,,,,,False,10875.78,3315.7400000000002,30.487376537590865,-3.0
TRX-17136,PROD-2673,2025-08-10,5,1824.0,98.03,23,Retrasado,Barranquilla,Físico,Laptops,501.0,1287.31,298.0,0.0,NORTE,2024-05-25,both,,,,,False,9120.0,2585.4200000000005,28.348903508771933,23.0
TRX-17137,PROD-1061,2025-12-31,14,1568.35,67.85,20,En Camino,Cali,WhatsApp,Smartphones,502.0,1012.11,207.0,3.0,ZONA_FRANCA,2025-05-06,both,,,,,False,21956.899999999998,7719.509999999997,35.157558671761485,17.0
TRX-17138,PROD-2105,2024-10-22,2,427.08,94.76,24,Desconocido,Bogotá,App,Accesorios,841.0,204.86,282.0,5.0,OCCIDENTE,2024-05-05,both,35.6,2.0,4.0,0.0,False,854.16,349.67999999999995,40.93846586119696,19.0
TRX-17139,PROD-2691,2026-01-30,4,1463.26,56.44,29,Entregado,Medellín,App,Laptops,1932.0,885.91,173.0,5.0,BOD-EXT-99,2025-01-28,both,,,,,False,5853.04,2252.96,38.49213400215956,24.0
TRX-17140,PROD-1911,2025-06-15,4,211.19,52.345,28,Retrasado,Medellín,WhatsApp,Monitores,1075.0,1130.56,113.0,5.0,OCCIDENTE,2025-02-16,both,19.250000000000004,3.5,4.0,0.0,False,844.76,-3729.8249999999994,-441.5248117808607,23.0
TRX-17141,PROD-3749,2025-05-07,8,1788.94,34.19,17,Devuelto,Bogotá,Online,,,,,,,,left_only,24.8,3.0,1.0,1.0,True,14311.52,,,
TRX-17142,PROD-1830,2025-08-05,13,306.81,34.93,5,Desconocido,Bogotá,App,Monitores,1654.0,640.68,204.0,10.0,NORTE,2025-08-23,both,,,,,False,3988.53,-4375.24,-109.69555199534665,-5.0
TRX-17143,PROD-1837,2025-12-13,7,1328.07,58.1,20,Retrasado,Ventas_Web,Físico,Monitores,802.0,1341.45,147.0,5.0,SUR,2025-03-05,both,,,,,False,9296.49,-151.75999999999985,-1.6324440729780794,15.0
TRX-17144,PROD-1270,2026-02-04,13,1224.38,62.48,4,En Camino,Cali,App,Laptops,1106.0,1309.19,254.0,5.0,ZONA_FRANCA,2025-01-28,both,-40.9,2.0,3.0,1.0,False,15916.940000000002,-1165.0099999999989,-7.319308862130527,-1.0
TRX-17145,PROD-1725,2025-07-11,5,1556.03,46.76,19,En Camino,Bogotá,Online,Monitores,987.0,161.3,242.0,0.0,ZONA_FRANCA,2025-02-27,both,82.7,5.0,2.0,0.0,False,7780.15,6926.889999999999,89.03285926363887,19.0
TRX-17146,PROD-2799,2024-11-15,9,1107.64,88.96,1,Perdido,Bucaramanga,WhatsApp,Laptops,608.0,1054.73,244.0,0.0,SUR,2025-09-23,both,,,,,False,9968.76,387.23000000000053,3.8844349748614726,1.0
TRX-17147,PROD-3527,2024-12-28,1,128.54,45.54,21,Desconocido,Bogotá,App,,,,,,,,left_only,,,,,True,128.54,,,
