Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Ticket_Soporte
FB-11041,TRX-15577,3.0,3,Excelente,SI,No,30.0,-86.5,False
FB-11042,TRX-13418,1.0,5,,SI,0,22.0,26.1,False
FB-11043,TRX-19675,4.0,3,Dañado,NO,0,75.0,20.9,False
FB-11044,TRX-18644,1.0,1,Precio justo,SI,No,45.0,73.8,False
FB-11045,TRX-18420,3.0,5,Precio justo,NO,No,54.0,-37.3,False
FB-11046,TRX-15134,1.0,3,---,,No,54.0,3.1,False
FB-11047,TRX-15108,4.0,3,Excelente,Maybe,0,24.0,88.1,False
FB-11048,TRX-17438,4.0,4,---,SI,Sí,63.0,99.1,True
FB-11049,TRX-12523,5.0,4,---,NO,0,75.0,13.5,False
FB-11050,TRX-18265,3.0,2,No volvería,,1,73.0,-58.4,True
FB-11051,TRX-11731,1.0,2,,SI,0,23.0,58.7,False
FB-11052,TRX-12130,5.0,3,Lento,SI,No,47.0,-25.0,False
FB-11053,TRX-13584,5.0,4,Excelente,,Sí,26.0,82.5,True
FB-11054,TRX-15957,1.0,2,Excelente,Maybe,0,82.0,59.1,False
FB-11055,TRX-16317,3.0,5,Excelente,SI,Sí,67.0,88.0,True
FB-11056,TRX-17412,3.0,4,Lento,,1,32.0,-57.0,True
FB-11057,TRX-18412,4.0,1,---,NO,Sí,75.0,-16.9,True
FB-11058,TRX-13326,3.0,1,Lento,SI,0,23.0,-50.1,False
FB-11059,TRX-16556,5.0,1,,Maybe,1,63.0,88.1,True
FB-11060,TRX-13079,4.0,1,Excelente,Maybe,0,27.0,46.9,False
FB-11061,TRX-11124,2.0,4,Dañado,,No,61.0,-95.1,False
FB-11062,TRX-14552,4.0,5,Precio justo,Maybe,0,54.0,-44.1,False
FB-11063,TRX-16931,5.0,1,,NO,No,71.0,47.5,False
FB-11064,TRX-12690,1.0,5,Dañado,,1,56.0,36.2,True
FB-11065,TRX-15032,1.0,2,Dañado,,1,77.0,-92.4,True
FB-11066,TRX-19457,1.0,2,Excelente,Maybe,0,58.0,-22.9,False
FB-11067,TRX-11672,5.0,3,---,Maybe,1,65.0,58.7,True
FB-11068,TRX-12413,4.0,4,Lento,,0,19.0,-32.2,False
FB-11069,TRX-17552,1.0,1,Precio justo,NO,Sí,41.0,-52.0,True
FB-11070,TRX-11755,3.0,5,Dañado,NO,Sí,27.0,42.0,True
FB-11071,TRX-11805,2.0,5,No volvería,NO,0,59.0,30.6,False
FB-11072,TRX-13941,1.0,4,Lento,NO,Sí,23.0,-94.9,True
FB-11073,TRX-10271,1.0,2,---,NO,No,20.0,81.2,False
FB-11074,TRX-17550,2.0,4,,,No,79.0,-2.7,False
FB-11075,TRX-13064,3.0,5,Lento,,0,51.0,71.5,False
FB-11076,TRX-14370,2.0,4,Precio justo,SI,1,55.0,-21.9,True
FB-11077,TRX-10468,1.0,2,Precio justo,Maybe,Sí,71.0,-24.9,True
FB-11078,TRX-17802,1.0,2,Precio justo,NO,No,42.0,-75.6,False
FB-11079,TRX-18698,4.0,1,Excelente,Maybe,1,83.0,59.6,True
FB-11080,TRX-17416,5.0,1,Lento,,No,53.0,-99.2,False
FB-11081,TRX-15766,4.0,1,Excelente,SI,No,82.0,-42.1,False
FB-11082,TRX-14351,4.0,2,Excelente,,0,61.0,-85.5,False
FB-11083,TRX-11938,4.0,5,---,SI,0,53.0,42.4,False
FB-11084,TRX-19016,4.0,1,Excelente,,Sí,61.0,43.3,True
FB-11085,TRX-11377,4.0,4,---,NO,No,52.0,-37.3,False
FB-11086,TRX-15806,3.0,5,Lento,Maybe,No,77.0,40.4,False
FB-11087,TRX-17069,5.0,3,,Maybe,1,64.0,-50.3,True
FB-11088,TRX-13474,5.0,1,No volvería,SI,0,33.0,-37.2,False
FB-11089,TRX-12467,5.0,3,Dañado,SI,0,53.0,61.4,False
FB-11090,TRX-16503,3.0,1,Lento,,No,76.0,47.8,False
FB-11091,TRX-18227,3.0,5,---,SI,1,78.0,54.8,True
FB-11092,TRX-17059,3.0,3,Lento,NO,1,63.0,-77.5,True
FB-11093,TRX-18321,1.0,2,Precio justo,,0,31.0,-73.5,False
FB-11094,TRX-15467,5.0,1,Dañado,NO,1,37.0,-39.4,True
FB-11095,TRX-10870,2.0,4,Precio justo,SI,No,45.0,-79.3,False
FB-11096,TRX-17230,4.0,3,No volvería,Maybe,Sí,23.0,4.3,True
FB-11097,TRX-14466,1.0,4,,NO,1,39.0,6.2,True
FB-11098,TRX-16058,1.0,3,Excelente,,Sí,25.0,-30.5,True
FB-11099,TRX-11602,4.0,5,Precio justo,Maybe,No,18.0,-17.1,False
FB-11100,TRX-10805,1.0,4,No volvería,SI,1,78.0,-80.1,True
FB-11101,TRX-16267,3.0,1,Dañado,NO,No,78.0,35.8,False
FB-11102,TRX-16923,1.0,2,Excelente,SI,0,56.0,-47.0,False
FB-11103,TRX-13177,5.0,5,No volvería,NO,0,67.0,55.4,False
FB-11104,TRX-14816,5.0,3,Precio justo,Maybe,1,26.0,54.2,True
FB-11105,TRX-13103,2.0,1,No volvería,,1,26.0,18.2,True
FB-11106,TRX-16597,5.0,3,No volvería,SI,No,51.0,-12.2,False
FB-11107,TRX-12894,4.0,4,---,Maybe,0,40.0,-58.6,False
FB-11108,TRX-19732,4.0,4,---,Maybe,1,26.0,87.5,True
FB-11109,TRX-14520,5.0,2,Excelente,,0,67.0,79.2,False
FB-11110,TRX-18676,3.0,4,Lento,,0,75.0,50.4,False
FB-11111,TRX-19952,5.0,5,No volvería,Maybe,0,60.0,83.6,False
FB-11112,TRX-18087,3.0,3,Excelente,NO,Sí,19.0,79.8,True
FB-11113,TRX-18497,4.0,3,,Maybe,No,83.0,4.4,False
FB-11114,TRX-17103,5.0,5,,Maybe,Sí,46.0,-58.0,True
FB-11115,TRX-11788,2.0,4,Excelente,NO,Sí,62.0,-59.2,True
FB-11116,TRX-10817,4.0,4,Dañado,SI,0,74.0,-0.6,False
FB-11117,TRX-14078,2.0,5,Dañado,Maybe,0,39.0,45.0,False
FB-11118,TRX-11819,4.0,2,Lento,NO,1,60.0,-19.1,True
FB-11119,TRX-13597,1.0,1,Precio justo,SI,Sí,76.0,-19.2,True
FB-11120,TRX-11887,1.0,1,No volvería,NO,0,23.0,-85.4,False
FB-11121,TRX-10870,1.0,4,No volvería,NO,1,74.0,55.8,True
FB-11122,TRX-10584,2.0,1,Excelente,NO,No,45.0,-65.7,False
FB-11123,TRX-19424,3.0,1,Excelente,SI,1,18.0,79.7,True
FB-11124,TRX-14361,4.0,1,Excelente,SI,Sí,40.0,-65.2,True
FB-11125,TRX-13911,1.0,4,,Maybe,Sí,25.0,48.5,True
FB-11126,TRX-11078,2.0,3,Dañado,Maybe,Sí,78.0,49.1,True
FB-11127,TRX-18718,4.0,4,,Maybe,0,18.0,72.3,False
FB-11128,TRX-11655,1.0,4,,Maybe,0,28.0,4.3,False
FB-11129,TRX-14513,1.0,2,Excelente,Maybe,No,25.0,-19.5,False
FB-11130,TRX-13710,1.0,2,Lento,SI,Sí,68.0,-80.6,True
FB-11131,TRX-16628,2.0,4,Excelente,,1,48.0,67.0,True
FB-11132,TRX-16421,3.0,5,Precio justo,NO,0,53.0,-16.6,False
FB-11133,TRX-16437,1.0,5,,Maybe,0,46.0,97.8,False
FB-11134,TRX-11659,1.0,2,Excelente,NO,Sí,53.0,-40.2,True
FB-11135,TRX-13602,3.0,2,---,NO,0,55.0,-12.4,False
FB-11136,TRX-14395,3.0,3,No volvería,Maybe,Sí,30.0,-16.7,True
FB-11137,TRX-18112,5.0,2,No volvería,NO,No,57.0,-4.5,False
FB-11138,TRX-13370,1.0,1,---,NO,0,69.0,-55.5,False
FB-11139,TRX-12802,4.0,4,Excelente,,1,41.0,-45.2,True
FB-11140,TRX-13335,5.0,4,No volvería,NO,0,78.0,-7.9,False
FB-11141,TRX-15695,4.0,4,---,NO,No,29.0,54.2,False
FB-11142,TRX-14718,3.0,3,Excelente,,Sí,69.0,48.9,True
FB-11143,TRX-19769,5.0,3,,NO,1,21.0,-63.1,True
FB-11144,TRX-14718,2.0,1,Excelente,NO,No,28.0,6.3,False
FB-11145,TRX-10050,5.0,4,,NO,1,73.0,4.5,True
FB-11146,TRX-11544,5.0,1,Dañado,NO,Sí,24.0,14.2,True
FB-11147,TRX-13032,3.0,2,,NO,No,72.0,-37.1,False
FB-11148,TRX-18245,1.0,4,Dañado,NO,1,80.0,43.6,True
FB-11149,TRX-17811,3.0,1,No volvería,SI,0,22.0,-43.9,False
FB-11150,TRX-15002,3.0,3,No volvería,,1,20.0,-34.2,True
FB-11151,TRX-13909,3.0,3,---,SI,No,81.0,-61.7,False
FB-11152,TRX-12789,3.0,3,Lento,SI,1,29.0,-67.9,True
FB-11153,TRX-15162,4.0,1,,,1,50.0,76.3,True
FB-11154,TRX-11137,2.0,1,,,0,57.0,-21.2,False
FB-11155,TRX-12730,4.0,1,Lento,NO,No,58.0,51.1,False
FB-11156,TRX-13069,5.0,5,Excelente,Maybe,No,20.0,51.7,False
FB-11157,TRX-15442,3.0,4,Lento,Maybe,1,43.0,14.2,True
FB-11158,TRX-17458,1.0,5,Precio justo,SI,0,55.0,65.2,False
FB-11159,TRX-12323,3.0,5,Dañado,NO,1,51.0,-99.8,True
FB-11160,TRX-10208,4.0,2,,Maybe,Sí,84.0,-67.7,True
FB-11161,TRX-17775,2.0,2,---,,No,31.0,70.8,False
FB-11162,TRX-17011,4.0,3,---,,No,29.0,87.4,False
FB-11163,TRX-15473,3.0,5,No volvería,Maybe,0,56.0,2.2,False
FB-11164,TRX-10341,2.0,2,---,NO,No,79.0,38.7,False
FB-11165,TRX-12908,1.0,5,Lento,NO,0,66.0,-68.8,False
FB-11166,TRX-14322,4.0,4,Precio justo,SI,No,76.0,34.3,False
FB-11167,TRX-11261,4.0,5,Lento,,0,68.0,29.9,False
FB-11168,TRX-12797,5.0,3,No volvería,NO,1,52.0,-78.1,True
FB-11169,TRX-10159,2.0,1,Lento,,0,68.0,56.6,False
FB-11170,TRX-19732,4.0,3,Dañado,SI,Sí,48.0,-93.3,True
FB-11171,TRX-15769,5.0,5,,NO,Sí,57.0,96.0,True
FB-11172,TRX-17763,1.0,5,---,NO,1,54.0,93.2,True
FB-11173,TRX-19554,4.0,1,Lento,Maybe,0,31.0,57.4,False
FB-11174,TRX-10016,4.0,3,Precio justo,,1,75.0,-2.6,True
FB-11175,TRX-18000,3.0,3,,NO,Sí,45.0,-40.4,True
FB-11176,TRX-14055,4.0,5,Lento,SI,No,29.0,-32.2,False
FB-11177,TRX-17742,1.0,4,---,,1,73.0,-79.4,True
FB-11178,TRX-11792,5.0,2,---,NO,Sí,22.0,45.0,True
FB-11179,TRX-10740,2.0,5,No volvería,,Sí,26.0,92.2,True
FB-11180,TRX-10284,1.0,5,---,SI,1,79.0,-52.2,True
FB-11181,TRX-19294,2.0,2,---,Maybe,Sí,51.0,95.6,True
FB-11182,TRX-14762,1.0,1,Lento,Maybe,Sí,57.0,-9.4,True
FB-11183,TRX-13740,5.0,5,Precio justo,SI,Sí,56.0,-72.0,True
FB-11184,TRX-18606,3.0,4,Lento,,0,30.0,54.4,False
FB-11185,TRX-18243,5.0,1,Excelente,SI,Sí,21.0,66.0,True
FB-11186,TRX-12741,2.0,1,No volvería,Maybe,1,26.0,-32.4,True
FB-11187,TRX-12401,2.0,1,Excelente,,No,23.0,93.4,False
FB-11188,TRX-11538,4.0,5,,,0,50.0,7.3,False
FB-11189,TRX-11638,3.0,1,Excelente,NO,No,65.0,-93.6,False
FB-11190,TRX-14990,5.0,3,,NO,0,54.0,-31.1,False
FB-11191,TRX-15499,5.0,5,,NO,1,39.0,53.2,True
FB-11192,TRX-17415,2.0,5,No volvería,NO,No,67.0,-60.2,False
FB-11193,TRX-18039,3.0,2,---,NO,Sí,36.0,-73.7,True
FB-11194,TRX-15747,5.0,1,No volvería,SI,1,45.0,22.8,True
FB-11195,TRX-18940,3.0,5,Precio justo,SI,1,81.0,-40.2,True
FB-11196,TRX-14216,3.0,4,Precio justo,,No,75.0,22.7,False
FB-11197,TRX-17970,5.0,4,Precio justo,,Sí,42.0,-36.9,True
FB-11198,TRX-14153,3.0,5,Excelente,NO,No,75.0,54.3,False
FB-11199,TRX-15968,1.0,5,,Maybe,Sí,49.0,-15.7,True
FB-11200,TRX-17516,2.0,4,Lento,Maybe,0,50.0,97.2,False
FB-11201,TRX-10222,3.0,4,Dañado,,No,64.0,-25.1,False
FB-11202,TRX-15777,3.0,3,Lento,,0,55.0,-70.7,False
FB-11203,TRX-14933,1.0,4,Dañado,,Sí,35.0,27.0,True
FB-11204,TRX-15467,4.0,3,Dañado,NO,Sí,44.0,45.7,True
FB-11205,TRX-18484,3.0,5,Dañado,,1,54.0,-31.1,True
FB-11206,TRX-19760,5.0,1,Dañado,NO,Sí,59.0,49.2,True
FB-11207,TRX-17935,4.0,1,No volvería,SI,No,53.0,-31.7,False
FB-11208,TRX-11847,4.0,2,Precio justo,,No,51.0,-80.6,False
FB-11209,TRX-14422,1.0,3,No volvería,Maybe,Sí,32.0,-83.4,True
FB-11210,TRX-18508,5.0,4,Excelente,NO,Sí,78.0,-4.7,True
FB-11211,TRX-10339,4.0,3,No volvería,SI,No,44.0,96.7,False
FB-11212,TRX-12423,3.0,2,Precio justo,SI,No,36.0,6.4,False
FB-11213,TRX-16722,1.0,2,Lento,NO,Sí,24.0,6.4,True
FB-11214,TRX-13608,1.0,3,---,NO,Sí,78.0,72.6,True
FB-11215,TRX-12320,1.0,4,Precio justo,SI,No,18.0,89.5,False
FB-11216,TRX-15852,2.0,5,Lento,SI,1,38.0,-64.8,True
FB-11217,TRX-18156,4.0,5,Excelente,SI,Sí,33.0,-73.6,True
FB-11218,TRX-10506,5.0,5,---,NO,1,66.0,36.5,True
FB-11219,TRX-14003,5.0,2,Dañado,,No,46.0,22.4,False
FB-11220,TRX-19463,2.0,3,,SI,1,64.0,-30.9,True
FB-11221,TRX-17056,3.0,2,No volvería,SI,0,18.0,79.1,False
FB-11222,TRX-15888,4.0,4,,Maybe,1,31.0,8.5,True
FB-11223,TRX-13380,1.0,1,Dañado,,0,64.0,-65.4,False
FB-11224,TRX-11462,2.0,2,Excelente,NO,Sí,77.0,-22.1,True
FB-11225,TRX-13175,2.0,4,Excelente,SI,0,43.0,75.6,False
FB-11226,TRX-16189,4.0,4,Lento,NO,No,35.0,-96.3,False
FB-11227,TRX-11768,5.0,4,Lento,,Sí,53.0,67.6,True
FB-11228,TRX-14487,4.0,1,,,Sí,70.0,90.3,True
FB-11229,TRX-18927,5.0,5,Excelente,,0,79.0,-26.7,False
FB-11230,TRX-17360,4.0,3,Precio justo,Maybe,No,83.0,-43.0,False
FB-11231,TRX-18632,5.0,2,Dañado,SI,No,27.0,-66.8,False
FB-11232,TRX-12866,2.0,1,No volvería,,No,75.0,-92.0,False
FB-11233,TRX-14346,5.0,4,Excelente,NO,No,66.0,35.3,False
FB-11234,TRX-15715,4.0,1,No volvería,Maybe,1,72.0,-65.8,True
FB-11235,TRX-15426,3.0,2,Excelente,,No,60.0,79.0,False
FB-11236,TRX-16406,4.0,3,Lento,,No,68.0,-8.8,False
FB-11237,TRX-19652,2.0,2,Lento,NO,Sí,39.0,94.6,True
FB-11238,TRX-16836,5.0,1,---,Maybe,0,60.0,96.0,False
FB-11239,TRX-14526,5.0,4,Excelente,NO,1,25.0,60.1,True
FB-11240,TRX-15067,5.0,4,No volvería,SI,1,20.0,-12.0,True
FB-11241,TRX-13122,2.0,5,Dañado,,Sí,58.0,-7.5,True
FB-11242,TRX-10673,4.0,5,Excelente,NO,1,70.0,90.1,True
FB-11243,TRX-19494,5.0,3,Excelente,Maybe,1,57.0,45.5,True
FB-11244,TRX-18520,3.0,3,---,SI,Sí,75.0,-19.9,True
FB-11245,TRX-15624,3.0,5,---,,No,35.0,72.5,False
FB-11246,TRX-12014,1.0,5,Precio justo,,1,67.0,-45.6,True
FB-11247,TRX-17101,3.0,2,---,Maybe,0,28.0,87.4,False
FB-11248,TRX-17455,1.0,2,---,NO,No,83.0,-51.5,False
FB-11249,TRX-19284,5.0,4,Excelente,NO,No,39.0,46.6,False
FB-11250,TRX-15685,2.0,4,---,,No,80.0,29.5,False
FB-11251,TRX-14725,2.0,5,---,SI,1,25.0,17.3,True
FB-11252,TRX-11805,2.0,2,,NO,0,32.0,-6.4,False
FB-11253,TRX-10136,5.0,5,Lento,Maybe,1,32.0,11.5,True
FB-11254,TRX-18174,5.0,5,---,,Sí,24.0,38.5,True
FB-11255,TRX-12410,4.0,3,Precio justo,SI,1,43.0,26.7,True
FB-11256,TRX-17640,3.0,5,---,Maybe,0,82.0,-44.7,False
FB-11257,TRX-12461,5.0,4,Precio justo,SI,1,68.0,-45.7,True
FB-11258,TRX-18571,3.0,3,Lento,SI,Sí,43.0,29.8,True
FB-11259,TRX-14747,2.0,2,---,,No,26.0,-69.5,False
FB-11260,TRX-19144,3.0,4,Lento,SI,1,43.0,95.0,True
FB-11261,TRX-12664,4.0,1,,NO,No,22.0,69.4,False
FB-11262,TRX-14974,2.0,2,Lento,NO,1,35.0,-9.4,True
FB-11263,TRX-17976,3.0,1,No volvería,SI,0,70.0,5.0,False
FB-11264,TRX-14722,4.0,4,,,No,40.0,-29.1,False
FB-11265,TRX-11058,3.0,2,Precio justo,,1,78.0,-69.5,True
FB-11266,TRX-14828,4.0,1,Dañado,SI,0,51.0,18.3,False
FB-11267,TRX-10255,3.0,1,Dañado,NO,Sí,64.0,97.8,True
FB-11268,TRX-17436,2.0,2,,NO,No,44.0,-67.4,False
FB-11269,TRX-10670,2.0,5,No volvería,,No,19.0,7.2,False
FB-11270,TRX-13560,1.0,4,Dañado,,1,26.0,92.0,True
FB-11271,TRX-14636,4.0,4,Precio justo,Maybe,No,71.0,96.5,False
FB-11272,TRX-19716,3.0,3,Lento,Maybe,Sí,22.0,-2.8,True
FB-11273,TRX-12022,3.0,2,---,SI,No,20.0,-85.4,False
FB-11274,TRX-10871,3.0,4,Precio justo,SI,No,31.0,-50.0,False
FB-11275,TRX-18001,5.0,1,,,Sí,26.0,40.8,True
FB-11276,TRX-15010,4.0,2,---,,0,66.0,-86.1,False
FB-11277,TRX-10083,3.0,1,No volvería,Maybe,No,75.0,27.6,False
FB-11278,TRX-17050,1.0,2,No volvería,SI,1,27.0,-9.9,True
FB-11279,TRX-15771,2.0,1,Excelente,Maybe,0,24.0,-63.9,False
FB-11280,TRX-10010,5.0,1,No volvería,Maybe,No,30.0,-80.1,False
FB-11281,TRX-10817,5.0,2,---,Maybe,0,52.0,36.6,False
FB-11282,TRX-14119,2.0,3,---,NO,No,78.0,-64.8,False
FB-11283,TRX-12256,5.0,1,No volvería,SI,0,55.0,4.5,False
FB-11284,TRX-15737,1.0,2,---,Maybe,1,54.0,-1.4,True
FB-11285,TRX-14641,1.0,5,,NO,0,25.0,34.7,False
FB-11286,TRX-18224,2.0,5,Precio justo,NO,Sí,40.0,-13.7,True
FB-11287,TRX-19187,4.0,3,Precio justo,SI,No,18.0,83.1,False
FB-11288,TRX-12540,5.0,2,No volvería,Maybe,No,30.0,70.5,False
FB-11289,TRX-11409,3.0,3,---,,1,43.0,63.5,True
FB-11290,TRX-14434,3.0,1,Precio justo,SI,Sí,77.0,-44.5,True
FB-11291,TRX-12337,1.0,5,Precio justo,Maybe,0,67.0,97.0,False
FB-11292,TRX-13223,4.0,3,,Maybe,0,68.0,4.8,False
FB-11293,TRX-17078,4.0,1,,NO,Sí,74.0,95.3,True
FB-11294,TRX-19588,5.0,5,---,Maybe,Sí,83.0,68.2,True
FB-11295,TRX-11322,5.0,3,No volvería,NO,0,80.0,73.0,False
FB-11296,TRX-14764,2.0,1,Lento,Maybe,1,58.0,41.2,True
FB-11297,TRX-13585,1.0,4,No volvería,,1,52.0,-65.2,True
FB-11298,TRX-10526,2.0,5,---,SI,0,70.0,91.6,False
FB-11299,TRX-17752,2.0,1,Dañado,Maybe,0,82.0,-20.0,False
FB-11300,TRX-15810,3.0,4,Precio justo,NO,Sí,50.0,88.7,True
FB-11301,TRX-14075,4.0,3,---,NO,No,70.0,75.5,False
FB-11302,TRX-16328,5.0,4,Excelente,NO,No,21.0,64.5,False
FB-11303,TRX-16923,3.0,5,No volvería,NO,Sí,19.0,-98.4,True
FB-11304,TRX-16539,2.0,2,Lento,NO,0,25.0,15.3,False
FB-11305,TRX-11607,1.0,3,Lento,NO,No,39.0,-51.2,False
FB-11306,TRX-14280,2.0,4,Precio justo,SI,0,47.0,76.1,False
FB-11307,TRX-14948,3.0,1,No volvería,Maybe,0,60.0,40.3,False
FB-11308,TRX-19781,3.0,2,---,SI,No,72.0,29.7,False
FB-11309,TRX-15091,1.0,2,No volvería,SI,Sí,32.0,80.9,True
FB-11310,TRX-12839,3.0,3,,SI,0,78.0,-40.9,False
FB-11311,TRX-19239,3.0,4,Dañado,,0,84.0,-78.4,False
FB-11312,TRX-17140,3.0,5,,Maybe,No,40.0,-38.9,False
FB-11313,TRX-15283,2.0,4,---,SI,Sí,44.0,-63.3,True
FB-11314,TRX-19472,1.0,4,No volvería,NO,No,65.0,-49.5,False
FB-11315,TRX-12280,2.0,3,,Maybe,Sí,78.0,13.3,True
FB-11316,TRX-13268,1.0,3,Dañado,SI,1,33.0,-8.9,True
FB-11317,TRX-14096,3.0,1,Lento,SI,Sí,31.0,96.2,True
FB-11318,TRX-12223,3.0,5,No volvería,,1,69.0,-16.3,True
FB-11319,TRX-16820,5.0,3,,Maybe,1,37.0,-69.6,True
FB-11320,TRX-19081,3.0,1,,Maybe,0,27.0,75.0,False
FB-11321,TRX-13268,1.0,2,Precio justo,NO,0,75.0,-44.7,False
FB-11322,TRX-14932,4.0,1,Dañado,NO,No,46.0,-78.4,False
FB-11323,TRX-14997,1.0,5,Dañado,Maybe,No,21.0,31.8,False
FB-11324,TRX-11402,3.0,1,Precio justo,NO,Sí,22.0,-48.7,True
FB-11325,TRX-14871,3.0,1,Excelente,NO,0,55.0,-96.8,False
FB-11326,TRX-19284,4.0,3,Precio justo,SI,No,29.0,32.7,False
FB-11327,TRX-17555,3.0,5,Dañado,NO,Sí,69.0,-85.5,True
FB-11328,TRX-18942,5.0,1,Precio justo,,0,83.0,-99.5,False
FB-11329,TRX-13004,4.0,4,Dañado,SI,1,82.0,36.4,True
FB-11330,TRX-16159,2.0,1,,NO,1,63.0,-9.4,True
FB-11331,TRX-17158,5.0,2,Excelente,SI,0,27.0,60.9,False
FB-11332,TRX-11573,1.0,2,No volvería,NO,Sí,36.0,-67.1,True
FB-11333,TRX-12270,5.0,1,---,NO,1,37.0,2.1,True
FB-11334,TRX-18627,5.0,1,Lento,NO,0,46.0,-76.8,False
FB-11335,TRX-17240,3.0,4,Excelente,SI,Sí,84.0,-18.1,True
FB-11336,TRX-15132,2.0,1,No volvería,Maybe,0,39.0,-28.7,False
FB-11337,TRX-18254,4.0,3,,NO,No,73.0,27.6,False
FB-11338,TRX-15858,5.0,5,Precio justo,,No,40.0,24.7,False
FB-11339,TRX-17673,3.0,4,---,NO,Sí,57.0,-48.4,True
FB-11340,TRX-15803,5.0,1,Dañado,Maybe,Sí,64.0,-89.9,True
FB-11341,TRX-17006,2.0,3,---,SI,1,80.0,-79.0,True
FB-11342,TRX-17643,4.0,1,,NO,0,55.0,82.6,False
FB-11343,TRX-16889,3.0,4,,,1,26.0,45.3,True
FB-11344,TRX-16721,5.0,4,Excelente,SI,1,67.0,88.5,True
FB-11345,TRX-17557,2.0,2,Precio justo,NO,No,78.0,23.5,False
FB-11346,TRX-10453,1.0,2,,SI,1,78.0,75.9,True
FB-11347,TRX-19157,1.0,1,---,SI,Sí,40.0,54.6,True
FB-11348,TRX-10432,2.0,5,No volvería,Maybe,1,43.0,-51.0,True
FB-11349,TRX-16896,4.0,3,,SI,No,20.0,50.0,False
FB-11350,TRX-11448,5.0,2,Lento,NO,1,83.0,21.9,True
FB-11351,TRX-12303,5.0,2,Excelente,Maybe,0,53.0,-66.0,False
FB-11352,TRX-14954,2.0,5,---,Maybe,1,62.0,-81.2,True
FB-11353,TRX-13975,5.0,4,---,SI,0,63.0,-26.7,False
FB-11354,TRX-19508,4.0,1,Lento,SI,1,82.0,17.1,True
FB-11355,TRX-18391,2.0,1,Precio justo,NO,Sí,52.0,11.3,True
FB-11356,TRX-16113,1.0,3,No volvería,,Sí,33.0,-3.8,True
FB-11357,TRX-12085,1.0,5,,Maybe,0,64.0,-4.2,False
FB-11358,TRX-18900,3.0,5,Excelente,Maybe,0,38.0,-96.7,False
FB-11359,TRX-19266,1.0,5,,Maybe,No,26.0,-95.7,False
FB-11360,TRX-14806,5.0,4,---,SI,1,25.0,-18.4,True
FB-11361,TRX-10877,4.0,5,No volvería,,No,64.0,3.0,False
FB-11362,TRX-16433,4.0,4,Dañado,NO,No,59.0,35.1,False
FB-11363,TRX-12063,3.0,1,---,NO,Sí,28.0,33.0,True
FB-11364,TRX-16601,5.0,4,No volvería,Maybe,No,74.0,97.0,False
FB-11365,TRX-10097,2.0,1,No volvería,SI,Sí,57.0,-21.6,True
FB-11366,TRX-17582,3.0,3,,,No,51.0,-74.7,False
FB-11367,TRX-18487,5.0,5,No volvería,NO,0,21.0,-39.8,False
FB-11368,TRX-17540,2.0,3,,NO,No,67.0,53.3,False
FB-11369,TRX-10890,1.0,5,Excelente,SI,1,65.0,-51.2,True
FB-11370,TRX-11387,1.0,3,---,NO,Sí,24.0,63.5,True
FB-11371,TRX-10896,2.0,2,Excelente,Maybe,0,59.0,61.2,False
FB-11372,TRX-14426,3.0,2,Excelente,SI,1,82.0,-6.2,True
FB-11373,TRX-11753,2.0,4,Lento,Maybe,0,67.0,46.0,False
FB-11374,TRX-15463,5.0,3,,Maybe,1,63.0,60.2,True
FB-11375,TRX-19737,2.0,5,Precio justo,,Sí,59.0,45.3,True
FB-11376,TRX-11595,5.0,1,---,SI,0,41.0,-37.5,False
FB-11377,TRX-14760,5.0,4,Precio justo,NO,Sí,27.0,-66.0,True
FB-11378,TRX-19264,1.0,4,No volvería,Maybe,0,43.0,-76.2,False
FB-11379,TRX-17888,5.0,2,Lento,,0,19.0,92.7,False
FB-11380,TRX-15428,4.0,3,Precio justo,NO,Sí,78.0,-81.1,True
FB-11381,TRX-10997,1.0,3,Excelente,NO,0,75.0,-11.8,False
FB-11382,TRX-11989,1.0,4,Dañado,NO,No,68.0,-79.7,False
FB-11383,TRX-19578,2.0,2,,NO,1,63.0,59.0,True
FB-11384,TRX-18369,5.0,1,Dañado,,1,20.0,10.6,True
FB-11385,TRX-10868,2.0,2,Precio justo,,No,67.0,-64.9,False
FB-11386,TRX-13359,5.0,3,Lento,NO,1,53.0,91.9,True
FB-11387,TRX-18458,1.0,1,Precio justo,SI,0,69.0,69.7,False
FB-11388,TRX-12361,4.0,4,Excelente,,0,61.0,-74.6,False
FB-11389,TRX-19208,1.0,1,Lento,NO,0,31.0,62.7,False
FB-11390,TRX-18115,3.0,4,Dañado,,Sí,83.0,68.9,True
FB-11391,TRX-12234,2.0,2,,,0,66.0,54.4,False
FB-11392,TRX-13662,4.0,1,No volvería,NO,0,44.0,-29.8,False
FB-11393,TRX-12535,2.0,5,Excelente,Maybe,Sí,19.0,-48.7,True
FB-11394,TRX-14929,5.0,3,---,SI,0,64.0,5.0,False
FB-11395,TRX-15093,2.0,4,---,,Sí,77.0,-5.2,True
FB-11396,TRX-10105,1.0,1,Lento,NO,Sí,27.0,16.7,True
FB-11397,TRX-17945,1.0,1,No volvería,NO,Sí,78.0,-16.4,True
