Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-17796,PROD-2993,2025-09-08,9,1823.66,16.66,6,Entregado,Medellín,App
TRX-17797,PROD-3694,2025-08-27,2,312.94,68.84,14,Desconocido,Ventas_Web,Online
TRX-17798,PROD-2788,2025-12-01,13,506.03,84.97,6,Entregado,Bogotá,App
TRX-17799,PROD-1556,2026-01-04,7,1307.98,22.46,23,En Camino,Bucaramanga,App
TRX-17801,PROD-1562,2024-12-01,1,606.18,88.48,1,Devuelto,Bucaramanga,App
TRX-17802,PROD-3630,2025-03-01,3,1711.88,55.0,10,Devuelto,Medellín,WhatsApp
TRX-17803,PROD-2703,2025-10-13,13,1016.99,18.69,19,Desconocido,Medellín,Físico
TRX-17804,PROD-2867,2024-12-19,14,1913.55,66.07,11,Entregado,Bogotá,WhatsApp
TRX-17805,PROD-3848,2025-09-22,1,281.15,54.41,3,Desconocido,Bogotá,Online
TRX-17806,PROD-3475,2024-11-20,6,1947.61,7.68,27,Desconocido,Cali,App
TRX-17807,PROD-2743,2025-06-01,4,887.55,42.93,23,Desconocido,Ventas_Web,Online
TRX-17808,PROD-3552,2025-04-29,1,1906.35,79.55,6,Entregado,Ventas_Web,Físico
TRX-17809,PROD-1736,2025-04-11,5,922.79,57.77,9,Entregado,Medellín,Online
TRX-17810,PROD-2861,2024-12-08,14,1064.86,31.79,25,Entregado,Cali,WhatsApp
TRX-17811,PROD-3086,2025-06-04,4,1611.5,93.22,9,Entregado,Medellín,App
TRX-17812,PROD-2737,2025-05-27,14,1448.03,52.345,29,Desconocido,Ventas_Web,WhatsApp
TRX-17813,PROD-3261,2025-06-19,11,1243.01,27.59,4,En Camino,Medellín,Online
TRX-17814,PROD-2843,2025-07-26,10,839.79,29.01,3,Retrasado,Bogotá,WhatsApp
TRX-17815,PROD-2575,2025-02-08,14,1586.95,38.69,20,Devuelto,Cali,Online
TRX-17816,PROD-2455,2024-12-09,11,1896.97,89.98,19,En Camino,Barranquilla,Online
TRX-17817,PROD-1924,2024-12-11,10,29.52,53.22,23,Perdido,Medellín,Online
TRX-17818,PROD-1761,2024-10-02,2,1179.81,69.81,11,Perdido,Barranquilla,Online
TRX-17819,PROD-2739,2026-01-03,13,1733.3,97.75,19,Perdido,Barranquilla,Físico
TRX-17820,PROD-3476,2025-08-24,7,1309.69,79.41,17,Devuelto,Ventas_Web,App
TRX-17821,PROD-1030,2025-01-24,12,1603.65,21.4,8,Entregado,Cali,WhatsApp
TRX-17822,PROD-3367,2025-03-27,8,1791.17,79.89,6,Perdido,Barranquilla,WhatsApp
TRX-17823,PROD-3040,2024-10-26,4,1504.39,76.09,5,Perdido,Medellín,WhatsApp
TRX-17824,PROD-3993,2025-01-21,9,1436.86,52.345,8,Retrasado,Barranquilla,Online
TRX-17825,PROD-1969,2024-12-11,3,1929.84,27.1,27,En Camino,Bogotá,Online
TRX-17826,PROD-3916,2025-04-16,13,1728.73,35.91,8,Desconocido,Medellín,App
TRX-17827,PROD-3055,2024-11-14,6,1632.6,72.46,3,Devuelto,Ventas_Web,App
TRX-17828,PROD-2102,2025-02-25,11,181.94,27.65,19,Devuelto,Bogotá,App
TRX-17829,PROD-2682,2025-06-23,14,485.67,24.78,16,Retrasado,Bogotá,WhatsApp
TRX-17830,PROD-3237,2025-11-06,14,1117.94,71.83,10,Perdido,Bogotá,App
TRX-17831,PROD-3360,2025-09-15,7,1422.02,88.66,23,Desconocido,Bogotá,Online
TRX-17832,PROD-2503,2025-02-04,7,613.4,12.13,3,Desconocido,Bogotá,App
TRX-17833,PROD-1137,2025-11-25,6,195.72,47.36,9,Retrasado,Bogotá,Físico
TRX-17834,PROD-1155,2024-12-29,9,629.09,62.68,8,Entregado,Medellín,Online
TRX-17835,PROD-3327,2026-01-30,1,1544.35,69.25,8,Perdido,Ventas_Web,Físico
TRX-17836,PROD-2979,2025-05-21,13,1756.03,52.345,25,Desconocido,Ventas_Web,App
TRX-17837,PROD-3887,2024-11-06,9,1826.68,99.64,8,Devuelto,Bogotá,Físico
TRX-17838,PROD-2509,2025-04-09,13,763.94,69.86,20,Desconocido,Bucaramanga,Online
TRX-17839,PROD-1463,2026-01-16,9,751.35,63.91,7,En Camino,Ventas_Web,WhatsApp
TRX-17840,PROD-3376,2025-07-10,4,819.35,99.02,14,Retrasado,Bucaramanga,Online
TRX-17841,PROD-2972,2025-12-02,13,757.86,10.76,22,Desconocido,Bogotá,Online
TRX-17842,PROD-3828,2025-01-14,12,1335.73,12.07,17,Desconocido,Medellín,Online
TRX-17843,PROD-1327,2026-01-22,12,723.06,58.26,12,Desconocido,Ventas_Web,Físico
TRX-17844,PROD-1581,2025-06-26,5,50.48,39.07,5,Retrasado,Barranquilla,Online
TRX-17845,PROD-3990,2025-05-21,3,883.66,14.19,2,Devuelto,Bogotá,Online
TRX-17846,PROD-3995,2025-02-25,7,456.06,34.11,25,Desconocido,Bogotá,Online
TRX-17847,PROD-3156,2025-09-09,2,67.33,69.06,15,Desconocido,Bucaramanga,App
TRX-17848,PROD-2144,2024-11-05,8,946.98,52.345,11,Perdido,Ventas_Web,Físico
TRX-17849,PROD-2904,2024-12-11,9,419.85,88.66,15,Perdido,Cali,App
TRX-17850,PROD-3117,2025-07-31,6,910.96,13.96,13,Perdido,Cali,Online
TRX-17851,PROD-1320,2025-02-07,9,562.72,56.31,19,Desconocido,Medellín,App
TRX-17852,PROD-3143,2025-02-20,6,1211.38,33.13,12,Desconocido,Bogotá,WhatsApp
TRX-17853,PROD-3498,2025-11-28,3,1981.85,68.4,15,Desconocido,Medellín,Online
TRX-17854,PROD-1362,2025-12-02,10,1098.99,57.2,12,En Camino,Cali,App
TRX-17855,PROD-2004,2025-05-22,3,1297.32,93.04,23,En Camino,Bogotá,Online
TRX-17856,PROD-2935,2025-02-12,2,1839.36,8.58,18,Perdido,Bogotá,WhatsApp
TRX-17857,PROD-3583,2025-07-30,5,754.26,49.65,23,En Camino,Bogotá,Online
TRX-17858,PROD-3718,2025-07-18,13,341.43,23.31,29,Retrasado,Barranquilla,Online
TRX-17859,PROD-3739,2024-11-11,14,572.77,55.99,4,Desconocido,Medellín,App
TRX-17860,PROD-1319,2025-06-11,4,811.56,52.345,11,Perdido,Bogotá,Online
TRX-17861,PROD-3801,2025-03-02,12,1293.59,86.09,22,En Camino,Ventas_Web,WhatsApp
TRX-17862,PROD-3595,2024-11-23,6,19.13,91.58,15,Desconocido,Bucaramanga,WhatsApp
TRX-17863,PROD-3208,2024-11-16,5,1708.23,42.83,25,Desconocido,Medellín,App
TRX-17864,PROD-3374,2025-11-19,6,161.43,82.12,24,Retrasado,Bogotá,Online
TRX-17865,PROD-2279,2025-10-23,4,1802.3,31.65,25,Retrasado,Medellín,Físico
TRX-17866,PROD-3511,2025-09-29,14,1899.37,5.6,5,En Camino,Medellín,Online
TRX-17867,PROD-1216,2026-01-19,13,1980.3,86.25,5,Perdido,Medellín,Físico
TRX-17868,PROD-2407,2024-10-23,3,1620.93,16.34,20,Perdido,Bogotá,Online
TRX-17869,PROD-3191,2025-08-18,1,292.29,6.67,25,En Camino,Bucaramanga,WhatsApp
TRX-17870,PROD-1044,2025-12-03,5,1415.27,38.61,10,En Camino,Ventas_Web,WhatsApp
TRX-17871,PROD-2920,2025-07-09,6,414.61,41.04,24,Entregado,Bogotá,Online
TRX-17872,PROD-2859,2025-03-10,5,1795.28,52.345,22,Retrasado,Medellín,Online
TRX-17873,PROD-3099,2025-06-15,5,640.05,12.34,10,Perdido,Ventas_Web,WhatsApp
TRX-17874,PROD-2921,2025-07-27,12,660.32,82.35,22,Devuelto,Medellín,Online
TRX-17875,PROD-3350,2025-12-25,6,1836.13,43.53,6,Retrasado,Ventas_Web,Online
TRX-17876,PROD-2357,2025-03-26,4,36.33,51.54,6,Desconocido,Bucaramanga,App
TRX-17877,PROD-2724,2025-08-22,14,395.99,30.14,23,Perdido,Medellín,App
TRX-17878,PROD-2445,2024-09-25,12,849.65,53.59,6,Desconocido,Ventas_Web,App
TRX-17879,PROD-2206,2025-12-07,4,1404.44,77.84,24,Entregado,Bogotá,Físico
TRX-17880,PROD-2184,2025-03-02,11,1298.66,91.09,7,Retrasado,Bogotá,WhatsApp
TRX-17881,PROD-1686,2025-10-18,13,1342.13,97.2,18,Retrasado,Barranquilla,Online
TRX-17882,PROD-1144,2025-06-09,8,1761.24,45.54,26,Desconocido,Bogotá,WhatsApp
TRX-17883,PROD-3846,2025-11-19,11,250.85,99.05,4,Perdido,Bogotá,Online
TRX-17884,PROD-3447,2024-11-09,8,1049.1,52.345,14,Devuelto,Medellín,Online
TRX-17885,PROD-2245,2025-06-03,12,1453.7,33.02,11,En Camino,Ventas_Web,WhatsApp
TRX-17886,PROD-3977,2024-12-05,3,1275.88,5.66,7,Devuelto,Bogotá,Físico
TRX-17887,PROD-3308,2025-08-23,7,902.15,77.92,18,Desconocido,Ventas_Web,Físico
TRX-17888,PROD-2066,2025-10-27,5,44.06,21.95,20,Entregado,Medellín,Físico
TRX-17889,PROD-1251,2025-03-07,5,130.3,9.98,2,Retrasado,Barranquilla,Físico
TRX-17890,PROD-3577,2025-06-09,12,246.69,92.78,2,Desconocido,Bucaramanga,App
TRX-17891,PROD-2938,2024-09-26,13,693.02,80.22,7,Desconocido,Bogotá,WhatsApp
TRX-17892,PROD-3368,2025-10-03,3,244.13,14.75,11,Perdido,Ventas_Web,Físico
TRX-17893,PROD-1692,2025-01-19,2,857.9,78.81,18,Retrasado,Medellín,Físico
TRX-17894,PROD-3346,2026-01-19,13,365.5,85.18,20,En Camino,Bogotá,Físico
TRX-17895,PROD-1211,2025-11-07,3,1560.54,91.0,7,Devuelto,Bogotá,Físico
TRX-17896,PROD-3688,2026-01-05,7,1744.26,52.345,22,Devuelto,Bogotá,App
TRX-17897,PROD-2195,2026-01-05,3,785.4,56.65,20,Entregado,Bogotá,Online
TRX-17898,PROD-3557,2025-06-22,11,1027.55,71.82,25,Perdido,Bogotá,Físico
TRX-17899,PROD-1111,2026-01-28,13,1907.46,77.41,5,En Camino,Bogotá,App
TRX-17901,PROD-2985,2025-09-09,2,1990.2,66.45,14,En Camino,Cali,App
TRX-17902,PROD-1337,2026-02-04,4,292.84,57.02,7,Perdido,Medellín,Online
TRX-17903,PROD-1519,2024-12-01,12,1725.83,50.52,10,Entregado,Medellín,WhatsApp
TRX-17904,PROD-3070,2025-03-23,5,999.43,99.63,28,Desconocido,Cali,Físico
TRX-17905,PROD-1314,2025-09-10,13,55.2,37.07,18,En Camino,Cali,Online
TRX-17906,PROD-2138,2025-06-13,7,1944.72,13.39,8,Entregado,Bogotá,App
TRX-17907,PROD-2032,2025-09-27,1,1930.45,77.68,23,Perdido,Bogotá,Online
TRX-17908,PROD-1542,2025-03-22,14,772.71,52.345,16,Perdido,Bogotá,WhatsApp
TRX-17909,PROD-3522,2026-01-19,8,1908.74,25.31,14,Perdido,Bogotá,App
TRX-17910,PROD-2150,2024-09-27,10,290.61,55.61,28,En Camino,Medellín,WhatsApp
TRX-17911,PROD-2127,2025-04-07,3,1363.42,14.1,9,Perdido,Medellín,WhatsApp
TRX-17912,PROD-2052,2024-11-08,14,391.94,63.83,6,En Camino,Bucaramanga,App
TRX-17913,PROD-1058,2025-12-24,11,500.83,94.68,7,Entregado,Medellín,Físico
TRX-17914,PROD-1456,2024-11-01,6,1560.88,73.66,26,Retrasado,Bogotá,WhatsApp
TRX-17915,PROD-3473,2025-01-22,4,760.94,25.38,9,Entregado,Barranquilla,App
TRX-17916,PROD-1715,2025-02-04,14,24.18,97.26,7,En Camino,Bucaramanga,Online
TRX-17917,PROD-3423,2025-02-09,5,834.33,34.17,9,Devuelto,Cali,Online
TRX-17918,PROD-1619,2025-09-07,10,463.86,46.48,24,Devuelto,Medellín,WhatsApp
TRX-17919,PROD-3699,2025-02-22,12,1369.83,52.32,21,Desconocido,Medellín,App
TRX-17920,PROD-2829,2024-10-20,6,396.95,52.345,7,Retrasado,Medellín,WhatsApp
TRX-17921,PROD-2514,2025-11-23,2,1686.08,99.12,12,Perdido,Barranquilla,Físico
TRX-17922,PROD-1718,2024-12-08,13,541.52,11.54,23,Entregado,Bogotá,Online
TRX-17923,PROD-2070,2025-03-16,3,792.13,71.19,17,Entregado,Bucaramanga,Físico
TRX-17924,PROD-3870,2024-11-10,8,603.09,39.38,20,En Camino,Ventas_Web,WhatsApp
TRX-17925,PROD-1967,2025-08-30,8,1291.41,12.44,21,Desconocido,Cali,Físico
TRX-17926,PROD-2986,2025-07-29,1,211.32,93.83,12,Retrasado,Barranquilla,Físico
TRX-17927,PROD-1740,2025-06-23,10,961.42,61.04,22,Perdido,Medellín,WhatsApp
TRX-17928,PROD-3160,2024-10-19,8,675.57,76.58,23,Retrasado,Barranquilla,WhatsApp
TRX-17929,PROD-1135,2025-08-16,11,1769.43,27.84,5,Devuelto,Bogotá,WhatsApp
TRX-17930,PROD-2404,2025-10-17,2,156.09,77.35,18,Desconocido,Bucaramanga,Físico
TRX-17931,PROD-1345,2025-12-25,10,1661.09,83.71,5,Retrasado,Cali,App
TRX-17932,PROD-1594,2025-05-01,10,343.68,52.345,5,Perdido,Bogotá,App
TRX-17933,PROD-3439,2025-01-22,13,186.27,45.93,7,Desconocido,Bucaramanga,App
TRX-17934,PROD-1631,2025-09-18,8,412.62,59.34,29,Perdido,Bogotá,Físico
TRX-17935,PROD-3031,2024-11-30,12,214.28,97.33,3,Entregado,Barranquilla,Online
TRX-17936,PROD-2691,2024-12-02,10,1046.76,85.44,1,Entregado,Cali,Online
TRX-17937,PROD-2569,2025-02-19,5,1976.55,47.26,28,Perdido,Medellín,WhatsApp
TRX-17938,PROD-1974,2025-03-28,1,78.31,68.13,6,Entregado,Barranquilla,App
TRX-17939,PROD-3706,2025-11-27,8,927.65,79.5,28,Entregado,Barranquilla,Online
TRX-17940,PROD-2802,2025-09-30,12,778.28,7.31,7,Entregado,Bogotá,App
TRX-17941,PROD-3973,2025-05-26,5,685.82,60.89,27,Perdido,Bucaramanga,Físico
TRX-17942,PROD-3611,2025-04-06,1,670.41,98.53,26,Entregado,Cali,WhatsApp
TRX-17943,PROD-1685,2024-10-24,4,1791.08,94.98,8,Devuelto,Cali,WhatsApp
TRX-17944,PROD-1863,2026-01-02,13,47.76,52.345,14,Desconocido,Barranquilla,WhatsApp
TRX-17945,PROD-3366,2025-01-09,1,1552.08,84.08,23,Perdido,Bogotá,WhatsApp
TRX-17946,PROD-2413,2025-09-10,13,513.34,15.09,15,Retrasado,Cali,WhatsApp
TRX-17947,PROD-1222,2024-09-23,9,772.76,99.43,7,Desconocido,Medellín,WhatsApp
TRX-17948,PROD-3630,2025-03-23,10,846.1,62.91,7,En Camino,Bogotá,WhatsApp
TRX-17949,PROD-2082,2025-03-15,2,616.42,26.18,1,Desconocido,Cali,App
TRX-17950,PROD-1475,2025-03-10,8,196.18,69.06,9,En Camino,Barranquilla,Online
TRX-17951,PROD-1215,2025-05-28,4,237.52,86.37,25,Devuelto,Medellín,App
TRX-17952,PROD-1686,2025-01-08,9,603.28,15.67,7,Perdido,Bogotá,App
TRX-17953,PROD-2900,2025-09-27,2,1645.4,92.06,25,Retrasado,Medellín,Online
TRX-17954,PROD-2633,2025-07-16,12,277.91,92.42,27,Perdido,Bucaramanga,App
TRX-17955,PROD-2950,2025-06-13,3,1487.85,6.28,20,Retrasado,Barranquilla,WhatsApp
TRX-17956,PROD-2234,2025-11-12,2,584.85,52.345,7,Retrasado,Cali,App
TRX-17957,PROD-2950,2024-10-22,10,1768.1,90.53,18,Perdido,Medellín,WhatsApp
TRX-17958,PROD-3181,2025-07-21,14,862.37,94.95,14,Desconocido,Medellín,Online
TRX-17959,PROD-1957,2026-01-11,5,351.73,8.58,22,Entregado,Barranquilla,App
TRX-17960,PROD-2555,2025-09-18,11,1971.83,32.95,15,En Camino,Bucaramanga,Físico
TRX-17961,PROD-3799,2025-12-02,1,361.5,40.45,18,Entregado,Bogotá,App
TRX-17962,PROD-3890,2025-09-09,12,1139.56,38.14,10,En Camino,Bogotá,Online
TRX-17963,PROD-2597,2026-01-08,3,1142.88,77.11,3,Entregado,Cali,Físico
TRX-17964,PROD-2943,2026-01-17,1,751.9,39.02,27,Perdido,Ventas_Web,WhatsApp
TRX-17965,PROD-2075,2025-08-05,10,1903.46,95.87,29,Perdido,Bogotá,Físico
TRX-17966,PROD-1594,2025-05-05,14,1689.31,99.52,11,Retrasado,Medellín,WhatsApp
TRX-17967,PROD-3172,2025-10-24,8,1661.34,35.1,1,Devuelto,Medellín,Online
TRX-17968,PROD-2780,2024-12-20,12,1948.56,52.345,23,Perdido,Medellín,WhatsApp
TRX-17969,PROD-1048,2025-05-14,4,919.65,53.34,28,En Camino,Barranquilla,Online
TRX-17970,PROD-2182,2025-03-09,3,203.4,57.98,2,Retrasado,Cali,App
TRX-17971,PROD-2838,2025-05-11,8,1533.26,60.04,16,En Camino,Medellín,Físico
TRX-17972,PROD-2564,2025-01-26,13,767.82,40.55,3,Entregado,Barranquilla,Físico
TRX-17973,PROD-3779,2024-11-22,9,388.79,20.77,28,Devuelto,Ventas_Web,Físico
TRX-17974,PROD-2293,2025-01-20,8,971.66,10.18,17,Perdido,Medellín,WhatsApp
TRX-17975,PROD-3171,2025-11-24,6,1852.18,15.1,3,Entregado,Barranquilla,Online
TRX-17976,PROD-3797,2026-02-01,14,351.0,90.62,11,Retrasado,Bogotá,App
TRX-17977,PROD-1168,2025-03-31,3,1698.91,31.64,4,En Camino,Cali,Online
TRX-17978,PROD-1398,2025-01-21,8,842.23,12.3,7,Desconocido,Medellín,Físico
TRX-17979,PROD-3176,2025-11-24,13,282.24,64.24,22,Devuelto,Medellín,WhatsApp
TRX-17980,PROD-3610,2024-11-09,5,1698.28,52.345,16,Perdido,Barranquilla,App
TRX-17981,PROD-2449,2025-04-12,5,1939.54,12.15,17,En Camino,Ventas_Web,App
TRX-17982,PROD-2768,2024-11-20,12,589.63,11.66,11,Perdido,Ventas_Web,WhatsApp
TRX-17983,PROD-3500,2025-03-26,9,614.04,64.05,4,Perdido,Medellín,Online
TRX-17984,PROD-3670,2025-05-03,1,787.19,61.18,25,En Camino,Bogotá,WhatsApp
TRX-17985,PROD-2116,2026-01-27,7,1630.12,8.94,3,Perdido,Bucaramanga,Físico
TRX-17986,PROD-2372,2024-10-03,8,30.73,48.75,22,Retrasado,Barranquilla,Físico
TRX-17987,PROD-2107,2025-06-30,11,455.67,46.4,27,Devuelto,Medellín,Físico
TRX-17988,PROD-2093,2025-03-30,10,1414.74,56.94,16,Entregado,Medellín,App
TRX-17989,PROD-1402,2025-07-21,3,817.22,75.1,2,Devuelto,Bogotá,Físico
TRX-17990,PROD-2045,2025-07-29,8,667.29,31.87,5,Entregado,Medellín,Online
TRX-17991,PROD-3680,2026-02-04,1,1745.84,46.11,25,Retrasado,Bogotá,App
TRX-17992,PROD-3392,2025-05-17,8,1835.49,52.345,28,Devuelto,Bogotá,Online
TRX-17993,PROD-2602,2024-10-26,7,1896.49,80.31,18,Retrasado,Barranquilla,App
TRX-17994,PROD-2888,2025-08-28,4,552.38,92.64,3,En Camino,Bogotá,Online
TRX-17995,PROD-3765,2025-02-04,11,1825.9,89.68,28,Entregado,Ventas_Web,Físico
TRX-17996,PROD-1990,2026-01-16,7,1476.56,50.37,2,En Camino,Barranquilla,App
TRX-17997,PROD-3752,2024-11-23,10,316.89,54.48,2,En Camino,Cali,Online
TRX-17998,PROD-3411,2025-08-01,14,1224.44,55.27,22,Devuelto,Ventas_Web,App
TRX-17999,PROD-1798,2025-05-07,11,62.41,87.53,22,Perdido,Barranquilla,App
TRX-18001,PROD-2382,2025-01-16,7,1469.8,34.6,21,Retrasado,Barranquilla,App
TRX-18002,PROD-3775,2025-08-20,13,1580.78,20.47,2,Devuelto,Medellín,WhatsApp
TRX-18003,PROD-3827,2025-02-02,10,353.32,41.0,16,En Camino,Cali,Online
TRX-18004,PROD-1736,2025-08-20,13,1260.22,52.345,1,Desconocido,Ventas_Web,WhatsApp
TRX-18005,PROD-2283,2026-01-12,12,365.92,32.4,29,Retrasado,Barranquilla,App
TRX-18006,PROD-3243,2025-11-15,1,1893.83,95.32,29,En Camino,Medellín,Online
TRX-18007,PROD-1043,2026-01-03,3,1353.27,30.26,19,Retrasado,Bogotá,WhatsApp
TRX-18008,PROD-3755,2025-07-12,7,199.7,22.21,19,Desconocido,Bogotá,WhatsApp
TRX-18009,PROD-1034,2025-12-10,11,382.19,90.45,9,Entregado,Barranquilla,Físico
TRX-18010,PROD-1278,2025-04-03,13,1330.29,13.22,20,Retrasado,Cali,WhatsApp
TRX-18011,PROD-1048,2025-10-27,5,958.57,29.73,9,Retrasado,Bogotá,App
TRX-18012,PROD-2684,2024-10-22,9,1475.23,46.72,29,En Camino,Bogotá,Online
TRX-18013,PROD-1400,2025-12-23,7,568.77,61.54,11,Perdido,Bogotá,App
TRX-18014,PROD-3151,2025-07-17,3,1319.26,36.13,1,En Camino,Medellín,WhatsApp
TRX-18015,PROD-1425,2024-11-22,1,362.15,52.14,19,Devuelto,Medellín,App
TRX-18016,PROD-3807,2025-12-24,5,1091.98,52.345,17,En Camino,Bogotá,WhatsApp
TRX-18017,PROD-2826,2025-12-27,14,1916.02,23.89,6,Desconocido,Medellín,Físico
TRX-18018,PROD-2439,2025-07-23,13,1260.16,59.56,1,Perdido,Medellín,App
TRX-18019,PROD-1898,2025-12-12,10,109.49,43.74,18,Devuelto,Bogotá,App
TRX-18020,PROD-3970,2025-08-28,13,1977.64,85.68,9,Desconocido,Bogotá,Físico
TRX-18021,PROD-2160,2025-09-06,5,322.16,44.49,27,Perdido,Bucaramanga,App
TRX-18022,PROD-2031,2025-12-14,7,1438.96,47.16,1,Devuelto,Medellín,WhatsApp
TRX-18023,PROD-1790,2025-12-07,14,1069.73,61.26,4,En Camino,Bucaramanga,Físico
TRX-18024,PROD-1139,2025-08-12,1,595.78,16.7,22,Perdido,Medellín,App
TRX-18025,PROD-1097,2025-07-21,10,362.85,19.9,18,Desconocido,Medellín,WhatsApp
TRX-18026,PROD-3537,2025-09-26,2,363.63,80.07,17,Desconocido,Ventas_Web,WhatsApp
TRX-18027,PROD-1376,2024-10-20,11,1718.22,30.97,20,Perdido,Bogotá,Online
TRX-18028,PROD-1232,2026-01-20,6,1747.1,52.345,19,Desconocido,Bogotá,Online
TRX-18029,PROD-3433,2024-12-08,8,935.64,70.05,23,Desconocido,Bucaramanga,Online
TRX-18030,PROD-3689,2025-01-21,4,216.21,14.26,23,Entregado,Cali,Físico
TRX-18031,PROD-1888,2024-09-25,3,1769.49,83.08,28,Entregado,Bogotá,WhatsApp
TRX-18032,PROD-3455,2024-10-29,3,979.16,98.88,14,Retrasado,Medellín,Físico
TRX-18033,PROD-3613,2025-11-28,3,883.14,40.5,26,Entregado,Medellín,Físico
TRX-18034,PROD-1498,2025-02-16,2,820.64,53.03,27,Perdido,Ventas_Web,Físico
TRX-18035,PROD-3900,2024-12-23,1,736.38,47.06,7,Retrasado,Medellín,Físico
TRX-18036,PROD-1491,2025-08-27,5,1056.75,89.95,9,En Camino,Barranquilla,Físico
TRX-18037,PROD-1353,2025-06-22,10,1213.04,5.94,25,Retrasado,Ventas_Web,App
TRX-18038,PROD-3476,2026-01-01,5,938.2,67.08,20,Desconocido,Bogotá,Online
TRX-18039,PROD-1532,2026-01-01,5,1794.33,66.97,9,Devuelto,Medellín,Físico
TRX-18040,PROD-2539,2025-10-04,4,642.15,52.345,15,Retrasado,Barranquilla,App
TRX-18041,PROD-3688,2024-12-18,3,1160.84,41.33,11,Entregado,Barranquilla,App
TRX-18042,PROD-3653,2024-11-01,12,606.91,25.84,7,En Camino,Ventas_Web,WhatsApp
TRX-18043,PROD-3318,2025-03-19,3,1509.17,27.77,6,Devuelto,Bucaramanga,Físico
TRX-18044,PROD-1756,2025-08-17,2,213.22,81.04,27,Retrasado,Bogotá,Online
TRX-18045,PROD-1454,2025-07-04,5,385.51,11.28,9,En Camino,Ventas_Web,WhatsApp
TRX-18046,PROD-3849,2025-12-01,4,1604.39,58.56,4,Entregado,Medellín,Físico
TRX-18047,PROD-1754,2024-11-03,6,374.56,34.15,17,En Camino,Medellín,WhatsApp
TRX-18048,PROD-2037,2025-07-04,2,1255.24,30.2,6,En Camino,Cali,Online
TRX-18049,PROD-2206,2024-11-27,2,1940.78,53.05,29,Devuelto,Medellín,Online
TRX-18050,PROD-2912,2025-01-24,8,1050.55,90.3,17,Perdido,Ventas_Web,Físico
TRX-18051,PROD-3705,2025-02-14,6,382.92,63.72,26,Entregado,Barranquilla,Online
TRX-18052,PROD-1310,2025-01-20,3,648.18,52.345,25,Devuelto,Bogotá,Online
TRX-18053,PROD-3616,2025-01-09,5,1648.68,79.92,14,Devuelto,Barranquilla,Online
TRX-18054,PROD-2857,2025-11-11,3,709.81,62.06,5,Devuelto,Medellín,Físico
TRX-18055,PROD-2132,2024-12-23,11,1449.79,71.28,18,Perdido,Barranquilla,WhatsApp
TRX-18056,PROD-2748,2026-01-26,2,1556.93,46.08,28,Perdido,Bucaramanga,WhatsApp
TRX-18057,PROD-3835,2025-09-25,3,1007.35,92.97,8,Retrasado,Ventas_Web,WhatsApp
TRX-18058,PROD-3734,2025-07-27,1,1568.59,52.68,10,Retrasado,Bogotá,WhatsApp
TRX-18059,PROD-2324,2025-11-19,14,640.64,57.42,11,Entregado,Bogotá,WhatsApp
TRX-18060,PROD-2054,2024-11-21,7,1037.16,54.87,22,Desconocido,Cali,WhatsApp
TRX-18061,PROD-1663,2025-09-07,6,1376.25,35.04,29,Entregado,Ventas_Web,WhatsApp
TRX-18062,PROD-1303,2025-05-07,5,344.47,26.97,3,Perdido,Ventas_Web,Online
TRX-18063,PROD-2135,2025-05-20,6,554.51,12.01,27,Perdido,Bucaramanga,WhatsApp
TRX-18064,PROD-1255,2025-12-01,8,1307.55,52.345,2,Perdido,Ventas_Web,Online
TRX-18065,PROD-2567,2025-04-22,3,1314.17,73.23,26,Devuelto,Cali,App
TRX-18066,PROD-2591,2025-10-27,3,991.67,32.48,27,Perdido,Barranquilla,Físico
TRX-18067,PROD-2362,2024-12-29,12,1593.21,41.97,14,Devuelto,Medellín,Online
TRX-18068,PROD-1246,2024-10-06,5,969.29,92.39,4,Devuelto,Bogotá,Físico
TRX-18069,PROD-2057,2025-04-28,5,1763.83,58.81,17,Entregado,Bogotá,Físico
TRX-18070,PROD-2084,2026-01-03,14,1474.45,14.22,17,En Camino,Bogotá,App
TRX-18071,PROD-1728,2025-03-11,11,636.24,80.96,21,Retrasado,Cali,WhatsApp
TRX-18072,PROD-2804,2025-07-26,1,796.56,29.33,26,Retrasado,Bogotá,App
TRX-18073,PROD-1284,2025-06-29,4,1338.7,57.51,9,Entregado,Cali,Online
TRX-18074,PROD-3014,2025-09-20,9,1789.96,53.45,28,Entregado,Bucaramanga,Online
TRX-18075,PROD-1821,2025-04-20,8,365.63,27.62,21,Perdido,Bogotá,Online
TRX-18076,PROD-3499,2025-06-05,3,1034.18,52.345,22,Perdido,Medellín,Físico
TRX-18077,PROD-2608,2025-03-12,5,246.38,16.0,26,Perdido,Barranquilla,WhatsApp
TRX-18078,PROD-1730,2024-12-04,5,566.12,25.07,9,Devuelto,Medellín,WhatsApp
TRX-18079,PROD-3643,2025-02-16,7,1375.1,14.25,3,Devuelto,Bucaramanga,WhatsApp
TRX-18080,PROD-3015,2025-08-28,8,164.69,31.18,28,Perdido,Bucaramanga,App
TRX-18081,PROD-1444,2025-08-05,9,1328.09,99.74,4,Devuelto,Barranquilla,App
